task_id,title,label,status,priority,estimated_hours,created_at
0ffdd5ea8f834fd19fe61c1e4337de5d,Reflect support database project SQL on role-based control fix switching to to layout,documentation,in-progress,low,3,23/06/2025
06d2e5ca24cb4f148220a42b1dc60c2d,Theme queries switching layout reporting queries to devices components gateway devices issues,feature,canceled,high,53,17/06/2024
8e5ae84e3c6e48349f7905b96b8fca73,Database for queries database update user Implement project gateway API to Implement documentation API fix reflect gateway switching mobile add Implement endpoints mobile switching frontend database tests implement to recent,documentation,todo,medium,82,02/02/2025
c5a4577c85bd41d0b81ea4cb9dfdff68,Role-based system Implement for to user switching for system optimize issues endpoints,feature,done,low,100,19/05/2025
c15a94466c9449a5884d5b74b41bb8fd,Integrate changes frontend module issues gateway unit reflect migration for for module support access for queries to Implement database database reflect user system unit API,enhancement,todo,low,82,26/10/2023
a04af066cc4647c99c3ecc104d457e00,System for to to integrate Implement control tests add endpoints changes queries to layout devices support queries module reporting update Implement support to endpoints optimize theme migration,feature,in-progress,high,48,03/09/2023
dffa6e34b4f4421c8eb9f65d51a9c7f6,Fix gateway switching integrate optimize recent changes integrate support queries mobile gateway queries endpoints endpoints recent refactor integrate components to control unit support fix to system for documentation,documentation,canceled,medium,69,03/12/2024
b9ecfc7af1f540d1821c4dd55324f935,For documentation endpoints documentation user optimize project implement endpoints devices payment Implement mobile update devices refactor fix mobile access fix issues project theme issues optimize access reporting,documentation,canceled,low,61,04/04/2025
e3146d3ab70d4891921e993e95816ed2,Devices reporting Implement Implement frontend migration frontend support changes integrate,documentation,in-progress,high,80,23/05/2025
9b0ba554ef1c4903a02d6afa8950aa14,Add role-based support migration user layout reflect optimize layout tests recent recent optimize control optimize add user unit devices,enhancement,done,low,66,13/07/2024
050bb280556e47dfb7b9febf482ce8b6,Frontend changes components implement SQL switching to system changes layout to documentation SQL migration queries,documentation,in-progress,medium,36,13/04/2023
4b3cf835fa654a7599ede4deb44faa9f,Access frontend for SQL changes issues payment for components Implement tests frontend devices queries API unit authentication documentation,enhancement,canceled,high,32,12/05/2023
7172377dabfa4e7992b2b275878cf8d4,Support implement issues SQL frontend authentication implement frontend control reflect changes switching unit,documentation,in-progress,high,37,21/11/2024
20b101e6cefc46638f264156bd89e28a,Unit implement SQL authentication database support API SQL user documentation access for switching fix module for add payment authentication project control frontend user refactor documentation system Implement Implement database,feature,done,medium,41,30/04/2023
918703eb67b24caf8bd77a4aa8b17eda,Tests unit SQL refactor reflect to optimize database system implement Implement system update payment reflect integrate SQL queries documentation components support for recent Implement for support,documentation,done,medium,63,13/02/2024
663fa29c707443e5854a1ee319c81687,Recent unit Implement database migration module unit layout role-based issues for theme queries,enhancement,canceled,medium,22,01/08/2025
c7b02a3547024b49877eacba6f6a7fcc,Refactor SQL database layout payment authentication to implement for Implement documentation refactor update project optimize on queries gateway,feature,canceled,high,38,14/02/2023
cfff208e5cb94ee5909d362241e563f3,Migration support for unit components control optimize integrate update recent switching for issues optimize role-based system implement for refactor control Implement migration optimize API gateway for on,enhancement,todo,high,85,31/12/2023
a8a6659f57124230b66b8b19ea4161e1,On database endpoints layout update unit optimize changes for frontend authentication optimize to issues integrate module database add implement,documentation,in-progress,medium,69,25/06/2024
808f986076d34848896b2722748d6cd1,Documentation integrate add refactor recent endpoints devices theme layout role-based on to user layout for add add,documentation,todo,medium,49,15/12/2023
92d4ef7ee92b48f4bc1bd7076cede0dd,Authentication documentation for module role-based fix integrate SQL to access role-based project issues gateway for fix documentation for,bug,done,high,56,25/12/2024
be295862bff4459b9de562f28faa5591,API module switching authentication layout components implement reporting payment fix reporting system optimize gateway project authentication switching devices,enhancement,in-progress,low,5,18/04/2025
07d9bf49b4d04bd3b245252471636c74,Optimize project for unit switching user optimize control authentication frontend devices integrate for reflect components to for user recent for theme SQL role-based theme,feature,done,low,9,27/09/2023
a0e2b12e023e4424922aaf9641e34eaa,Gateway support components payment queries support authentication recent module optimize mobile migration API recent module optimize components add SQL reflect for role-based refactor API API migration add project for,feature,done,medium,25,26/02/2024
2409bb110ad54467b0166fa708dcee86,Reflect reflect for documentation control SQL changes endpoints for fix recent system for,feature,canceled,low,86,17/02/2023
a2efa37dacbd40088989a28a72b78cd3,Endpoints optimize queries migration documentation control database switching for refactor role-based SQL role-based integrate,enhancement,canceled,low,18,26/09/2023
4e5c2234b053400c8c171468a6719ef6,Add SQL database devices mobile migration payment mobile integrate optimize update Implement module reporting for recent system mobile user switching mobile gateway frontend,bug,in-progress,medium,73,29/04/2025
1a8587429a974c21b7f9ff14da98fc0a,Theme endpoints layout components documentation layout documentation update to API theme gateway module gateway for update implement devices optimize migration migration queries implement migration SQL changes,enhancement,canceled,medium,40,22/05/2024
46ea03de8c404879846fa841a32578cb,Module theme module SQL changes control module unit add payment for migration optimize documentation gateway integrate optimize tests system changes unit layout access access fix layout database changes support Implement,bug,done,low,69,17/06/2025
58ff261ffc6b4c41b5d56e983470e98d,Frontend authentication components module unit gateway project reporting for tests issues integrate recent role-based gateway theme endpoints integrate fix support documentation control control changes role-based endpoints,documentation,done,high,94,04/05/2024
e09128d920614934a26df1664bacc038,Control role-based changes for queries for support access project implement changes project API user for control payment endpoints system refactor to tests gateway access API payment,documentation,done,high,10,11/02/2024
5dc5a80eb83546fb8362f74363057f45,Devices changes support recent add mobile add unit devices queries module for tests Implement mobile unit frontend fix unit recent unit mobile recent switching integrate unit optimize,bug,in-progress,high,30,26/12/2023
04786d3132de4968bb0d89009c76d1bd,Project access frontend system system changes gateway module role-based to mobile for user queries control mobile implement payment documentation module,enhancement,in-progress,low,51,03/06/2025
7772218219ad4d77befc4cc07b7e12e6,Support support fix API update for update unit SQL payment mobile gateway for control control changes for queries recent mobile fix,enhancement,canceled,low,83,16/07/2023
8ac2b640f6c94e85b4b2c101f38e595d,Layout queries add switching API to optimize theme authentication gateway implement API fix system reflect optimize documentation Implement update reflect,enhancement,canceled,high,21,19/04/2025
47e968affee2405198448eb1fd3e7acc,For user unit module documentation unit unit changes reporting module implement queries implement documentation mobile documentation payment SQL control to authentication support mobile for components role-based,documentation,done,low,77,24/04/2023
1ad0f1092607428484419fc761734715,Gateway mobile access theme gateway module update integrate components recent layout reflect for to role-based components,documentation,in-progress,high,2,05/07/2024
06882f2c8fb9404988d683a6c945f94c,Reporting layout documentation layout optimize access changes reporting changes theme integrate support payment optimize recent API user unit issues authentication,enhancement,todo,low,74,08/07/2024
bccebaf90c9740daac54ca2e8c2b97da,Implement issues mobile add integrate queries recent optimize reflect devices project access system gateway authentication payment implement devices endpoints system to recent changes,enhancement,in-progress,high,28,15/09/2023
12d9ca2642b64fc090d532517bd2365d,Migration system tests to to role-based control for migration documentation for recent payment reporting on layout support control for queries gateway implement update access,enhancement,todo,high,74,06/01/2023
00eadeaf987c4e668a64bad1a5a3e593,Database frontend reflect endpoints support system system support endpoints gateway user to role-based queries implement SQL user project authentication authentication reporting project for for switching to,enhancement,canceled,high,23,28/01/2023
e689fbb0cac94ca1bdd83f72ea966785,Mobile to mobile on migration queries to authentication theme Implement support issues to support layout issues theme tests theme,feature,in-progress,high,87,09/03/2024
632b69c685424895a1ef1de72f6871ba,Documentation recent for API recent documentation tests issues payment optimize implement Implement add unit add gateway refactor to,enhancement,todo,medium,16,24/01/2023
ef935738652942109597b6410a746e40,Support changes theme user issues for gateway migration API optimize for components for gateway for,enhancement,done,medium,74,29/04/2023
48ae1f2c3a3b4eeb9d22898eaf1a9b7c,Update theme changes issues add optimize queries changes reporting reflect,enhancement,canceled,medium,70,11/03/2025
7caaf743f7ea4cb9a11300979d9ee97b,To user on gateway to authentication to Implement theme implement issues queries system switching access Implement mobile devices access queries tests access queries optimize authentication database SQL fix add,enhancement,in-progress,medium,75,02/01/2023
2b7c5c4cb0ad4e2e91bad344a20ab32c,System queries migration reporting authentication database layout issues documentation project frontend for system switching system on access,documentation,canceled,high,95,10/07/2024
4e3c4ca651254ec5b5358bf575d067d9,Changes for mobile issues for SQL for module issues issues,enhancement,in-progress,medium,72,20/06/2025
7329af958eb449728a454b20a9946fe0,To tests optimize project database documentation integrate control Implement gateway user frontend role-based layout unit fix system SQL Implement to components unit endpoints project for system for,bug,canceled,medium,16,26/09/2023
297ed810c40d4ad9a772eed82934f212,Theme components for queries SQL components Implement documentation unit theme on system gateway recent optimize optimize switching devices authentication add for unit user control to on to fix frontend,documentation,done,low,45,02/01/2024
4c0234b17aa24eb596c2255cae08c37f,Integrate unit integrate user gateway layout for integrate integrate gateway implement role-based system frontend update reporting payment for,documentation,todo,low,34,17/05/2024
3fc5f045d8804651b8fdc579bb7ab3b1,Migration for recent access tests reflect frontend to recent access to for migration support control for system unit tests components payment switching tests,enhancement,canceled,high,34,25/03/2025
ef9c06e6891d434780b9d3b210b03d4d,Optimize to project endpoints for layout recent integrate payment tests theme gateway implement reporting refactor API recent recent switching integrate devices mobile issues implement control issues frontend authentication tests endpoints,enhancement,canceled,medium,48,04/02/2025
ae153b88ce7b47cc9bc87561eb2a9a3e,Implement support user system to devices frontend reporting project devices queries reflect for layout add recent role-based SQL gateway,feature,canceled,medium,54,23/03/2023
7d39c2c55b904614a8b302afbdc2b801,Tests on for control system unit access switching reporting layout control migration payment changes Implement gateway system layout integrate optimize role-based on gateway devices module for issues,enhancement,canceled,medium,67,08/02/2025
e536d0add4a744e7a78b61516fe39b6a,Recent reflect SQL components for gateway on user implement update implement API system documentation add API endpoints for issues fix optimize documentation theme Implement documentation project payment for for for,bug,in-progress,medium,54,24/11/2023
b43f1c31e07f436b9a7cdb2d427c6986,Integrate on integrate endpoints to add update refactor tests to reflect payment for update queries implement on on on API unit for integrate for to user database integrate authentication user,bug,done,medium,35,01/12/2023
89b3b96af5a146dd85eba4f1e756f1d4,Frontend queries on for add module unit migration API project documentation support refactor frontend mobile API gateway changes issues gateway recent switching refactor for implement issues theme system for,bug,done,medium,83,10/01/2024
8fba22da92b642619a88248ff7689fb3,Changes fix switching for SQL user fix devices components queries SQL for payment to payment,feature,in-progress,low,56,10/02/2024
0ceb03e1ce404e0fb7da8ac637eb857d,Tests for unit API implement for on frontend migration add update migration recent recent,documentation,canceled,medium,78,14/11/2024
0c00ee0298284134bb7ed08ff5d9b456,For queries access reflect access to to devices frontend documentation role-based tests documentation unit layout support implement endpoints API queries components implement module endpoints implement system SQL update,feature,done,low,100,24/02/2023
6a9459b085aa4700990911bf76b34e0e,To components for reporting unit payment layout user database to to optimize implement fix documentation update support reflect devices optimize switching access,documentation,in-progress,medium,84,18/11/2024
b9a3a4adf11f4f62bd468bab29e51305,Recent database optimize reflect migration queries API system add components reporting Implement API support frontend recent system components,feature,done,high,5,20/07/2025
e80a1222d930428bbf74994c5d4070e7,Role-based fix components issues mobile layout to implement integrate recent,feature,todo,low,57,03/05/2024
ff5ba41fd48b4905997ab42c84c3d2d5,For layout for frontend on fix devices switching API recent system queries project database refactor,bug,canceled,low,68,24/05/2023
0a8133f594574a3f8cd2d33162909cfe,On components access issues integrate recent unit for system update for for for mobile module database switching documentation SQL gateway role-based migration fix devices module,documentation,todo,high,82,05/09/2024
33b0f6ce60cc4ed391990092e25753fb,Theme switching tests to fix Implement authentication user endpoints control fix,enhancement,canceled,medium,5,05/05/2024
6b916bc2ee55447e8c206cbc47e1f726,Role-based to integrate changes to access reflect changes Implement user switching frontend mobile to issues recent support,feature,todo,medium,100,05/04/2025
cd384b847b30472f9bc6c5b132f8e48e,Authentication documentation theme reflect recent components theme queries devices role-based,bug,canceled,medium,35,23/06/2023
db1dfac0bc344e66a7a83859a6f58fc3,To Implement refactor to for components to add documentation API documentation add payment SQL integrate migration role-based authentication database role-based documentation mobile on,documentation,in-progress,low,100,31/03/2024
68104bb466e84448ac89320f662dec75,Frontend for API payment layout to layout access user module project tests queries reflect support issues,bug,canceled,medium,90,06/02/2024
737b12a332a4408da2076e2ffda120fd,Authentication SQL user user theme fix theme changes add documentation for refactor to,feature,canceled,medium,84,24/03/2025
6e6e2bcbde924baf81dbbc4492d83f8d,Authentication documentation access switching Implement Implement Implement reporting database gateway changes for add documentation for role-based components unit switching documentation migration documentation queries system changes Implement queries,bug,canceled,medium,10,02/06/2023
239e9efaab7449dcb1104a62ead3fe59,Control user SQL support fix reflect gateway for recent for reflect unit for recent payment add for gateway documentation gateway documentation unit on project theme migration,documentation,todo,medium,10,21/01/2023
9461f70fd2be4351ba99ea31b0144abb,Changes authentication control on support for implement to changes user queries components role-based theme system,bug,todo,medium,3,01/09/2024
f16d05d255e341a78ce2f99cce85b410,Reporting control fix control reflect control reflect module for components,enhancement,in-progress,medium,26,30/10/2023
6259eb0fcd114d229e5c46011c0f42d3,Migration components Implement project optimize Implement queries Implement Implement unit access SQL role-based devices frontend components update to frontend support to gateway,enhancement,in-progress,medium,38,29/06/2025
e01c3fac0deb4480b58da68933817505,For devices issues database on gateway changes to for payment reflect endpoints mobile SQL authentication layout frontend on theme,feature,in-progress,medium,64,25/03/2024
ea51edc1a98e4c3f9e3952397e47ce17,Switching authentication payment unit refactor implement mobile role-based optimize recent authentication documentation payment role-based project access integrate support update frontend,enhancement,canceled,low,100,07/02/2025
337722c0cb0d4456b2f745d9fef6367f,Support changes optimize frontend optimize gateway update access to user authentication tests integrate API to fix to,enhancement,done,medium,12,28/09/2023
81e3e266cd0e4297b6b9e65786c69710,Unit integrate user optimize implement components switching changes support access role-based SQL access tests role-based reflect system to changes frontend to queries SQL for user,enhancement,todo,medium,57,02/01/2024
58ebbce2626e4714b1af2a8407781458,Update role-based implement reflect switching SQL for for payment switching layout reporting implement issues add database system database for unit implement gateway authentication switching user layout,bug,in-progress,medium,65,25/04/2025
5b68b80a39da4a3aba99c69651e66962,Changes authentication to changes frontend database access layout mobile add payment project SQL reflect implement reflect queries authentication fix refactor reflect issues API to payment,bug,done,low,37,19/01/2025
e03bb112fcd54446b922e66a97f5ac34,Migration payment documentation tests changes recent system frontend unit queries to,documentation,todo,low,98,16/01/2025
1547e4bf462145be9263fd3f59a1a333,Components role-based frontend layout module tests tests user add Implement,documentation,canceled,medium,94,29/07/2025
ac8d54f635014cc79b66b5d8a19c930b,Implement mobile integrate role-based reflect components user frontend devices fix for implement to unit system tests queries for role-based reporting,enhancement,in-progress,high,41,13/06/2024
3a93f816162f420e83cc8c822cacb5d0,Issues changes migration switching control issues on tests control for endpoints fix tests to access update tests implement access support components switching recent changes SQL optimize reflect,bug,done,high,16,01/11/2024
ddc33f8b36074924bf12a03859e74974,Endpoints module for frontend SQL for devices changes switching switching for theme for for access payment module fix role-based gateway SQL control reflect for payment documentation queries Implement user on,documentation,done,low,73,03/01/2024
8c052e24ccac4ea2bde6c15fc565363e,Changes frontend for refactor for tests role-based system payment to implement reporting,enhancement,canceled,high,96,23/12/2023
187378756e2948deb0476020969bfe47,Gateway to database control add database frontend mobile issues switching devices devices implement,enhancement,todo,medium,76,09/07/2023
e5279920d4994223ad9f93e3d2310ceb,Authentication payment layout theme role-based module layout recent changes issues implement role-based gateway fix theme project for layout module on for role-based fix for to access Implement optimize,feature,in-progress,low,37,02/05/2023
9fb48058bfdb4004bbcfb52ec9201ada,System gateway payment integrate project for queries SQL support reporting migration system payment switching role-based reflect role-based control changes authentication for issues frontend module mobile add access,bug,in-progress,low,47,11/06/2023
73895bc6bb124ad696d06a5be7f98a16,Mobile authentication gateway API layout issues unit layout on update frontend to database user role-based layout migration migration authentication for SQL frontend refactor,bug,in-progress,low,11,02/04/2024
cff43749fea54c71b6fb2805d8a231e4,Queries components recent SQL control layout support module switching payment implement switching to optimize,documentation,todo,low,99,10/01/2023
f03acebeb1d14b1ca217def6395a2112,Components authentication mobile issues to for Implement integrate to support issues components switching,bug,in-progress,low,51,16/05/2023
d1c394e0963640d493b5e1638a260552,Issues authentication integrate Implement to refactor for to to on theme implement theme documentation refactor,feature,todo,medium,38,19/06/2023
89fb427e81434ef896b20300818b2775,To for queries access database SQL to components components integrate integrate issues control tests payment to layout,feature,canceled,medium,15,30/04/2023
a571ca259974415f854b159040cb8dbb,Update on authentication access API authentication queries support optimize layout optimize for payment SQL documentation devices,feature,done,medium,33,04/06/2024
32bfbec912dc4172a490c6e141c1c3d4,Switching system frontend for optimize system endpoints issues optimize recent,feature,done,high,60,19/01/2025
cea85e40d4f3416cb8f473c64f3efcb4,Switching queries for switching components gateway integrate authentication control changes add for for Implement to endpoints add refactor queries endpoints layout migration integrate,bug,canceled,medium,37,24/11/2024
a33fc2e76cb447c18924da5b36bee83d,For devices for for theme for reflect update switching fix endpoints,documentation,in-progress,medium,54,31/01/2023
7e81a121e56b4dcca7b220e9877b4f3d,Switching devices control user unit authentication for integrate queries database add changes documentation tests,bug,in-progress,medium,81,16/06/2025
114778ae83984f0c88c45b2be6763b97,Gateway recent theme authentication migration layout add integrate add role-based reporting system Implement mobile migration endpoints,feature,done,low,76,17/03/2025
bbb7e0f6561942b1b9febbfdcaaa04e4,Theme Implement control for gateway access frontend add add integrate queries reporting mobile unit database on,bug,canceled,high,18,03/01/2023
0271555c0ead43cb926b2f6096349587,Layout role-based for support tests fix devices project database recent unit migration frontend integrate for documentation layout control payment role-based layout,feature,canceled,high,5,01/12/2024
6749c35e5fc94a4fb67134b577e946b2,Frontend fix reporting payment database system for system layout components frontend on mobile to role-based to system authentication layout layout project system for reporting control SQL tests,documentation,todo,low,46,22/01/2023
72d5e72c491345fa952db13ea64afe4d,Reflect devices documentation authentication tests gateway switching issues to documentation switching issues SQL project migration authentication theme role-based payment,enhancement,todo,high,31,05/12/2023
05d50294a8c84c198f67a3db37ea2100,Gateway switching refactor queries endpoints on control unit implement fix control control tests to on payment for to database queries integrate theme add update,enhancement,canceled,high,20,03/03/2023
132acd3f8c5f4203875391af462ffbab,Control to for fix control update reporting reporting recent user project implement issues layout switching documentation switching devices frontend,bug,todo,low,22,20/05/2024
1ae5020ebc8e46719192dc5e178b607d,Project theme database queries on refactor to user frontend unit unit unit layout tests support documentation issues add frontend refactor frontend reflect for for user SQL devices migration SQL gateway,enhancement,todo,high,29,30/04/2023
77a37b52868149b2a053d1f8b5d0ca9a,Refactor queries role-based authentication unit fix implement system tests fix theme devices issues role-based queries SQL authentication add module documentation unit,bug,todo,high,43,15/01/2025
c97b7b45d8e54694998737e5b572caac,SQL access to reflect implement control user unit to fix optimize gateway optimize access issues Implement database recent mobile to theme project theme queries payment theme user add authentication Implement,documentation,canceled,medium,72,08/06/2024
ccedeccb80f44e77aef4dcbf2e56d678,Project mobile support access theme refactor fix user refactor migration SQL system,documentation,todo,medium,21,13/03/2024
1b9898a1f3e74b6695de1f7f4bf23606,Integrate frontend system recent Implement optimize add theme mobile reflect,enhancement,todo,low,68,17/01/2025
e2c8c9f3ee844fada2f03920df5e1c15,Theme access to database theme components module documentation fix for theme update system implement theme integrate control API unit integrate fix,bug,canceled,low,66,08/03/2025
43375ea56bca42dab15260fa8ec0c139,Migration role-based project SQL layout module recent for to switching SQL user fix implement user recent database add module theme integrate SQL access to changes payment API integrate gateway user,bug,in-progress,low,35,21/01/2024
84696df7a6c948b0bbf455e9465c7d73,Documentation project for control to layout Implement documentation optimize authentication on optimize implement control frontend changes layout gateway documentation for authentication SQL layout access,feature,todo,high,33,12/12/2023
010f947e8304431685384f28ad708619,Module reporting authentication for API tests project changes to migration tests devices frontend mobile,enhancement,todo,high,55,09/10/2024
ca49313ff229485a9b6616e3fb83f59a,For theme gateway queries update for queries to frontend issues for queries theme documentation to mobile migration devices Implement project to role-based user to database,bug,in-progress,medium,18,07/03/2024
14386b6cbb3f4de395f1fc4e6d35a92c,Tests reflect changes changes integrate integrate SQL access documentation system tests update,documentation,done,low,5,02/03/2023
364037a6b16a4396a1e882a40cbbd89b,To module for devices database to authentication documentation migration update queries changes migration SQL tests to add fix to API recent frontend switching switching SQL,enhancement,canceled,medium,15,13/05/2024
9d0d132ed8d34b63a2f93551233097e0,Payment update payment reporting issues mobile for add frontend layout control authentication gateway tests endpoints frontend to role-based SQL to theme,feature,todo,medium,73,20/07/2024
24d5cb73fe0e4bd0b419288acd97353f,Components project API layout on layout integrate to queries payment user refactor tests integrate integrate update system role-based frontend authentication reflect,feature,in-progress,medium,15,19/02/2024
4f1819b0f1c94231ad0db9ddca293df2,For frontend layout on tests migration user layout implement documentation project user integrate refactor update,enhancement,todo,low,44,13/02/2025
84c31114bd144915aebfb142787bd80e,Access theme issues components mobile SQL refactor recent unit mobile,documentation,todo,medium,44,12/10/2024
b208f3bb6a1544aab409afa4e73ebedd,Switching implement theme Implement layout optimize database migration refactor refactor reflect layout payment,feature,done,high,69,03/06/2025
2043d85a606048889b886ab086ced5d6,System reflect changes mobile refactor refactor recent layout SQL Implement devices endpoints,bug,done,low,66,27/03/2024
